linear_bps,Frictionless,CostAware,MultiPeriod,EqualWeight
0.0,0.6859939713835135,0.6356413352418672,0.4980416709253294,0.3687687838600251
5.0,0.62608397269007,0.59126287967657,0.4948375780280635,0.3679153298889016
10.0,0.5659120640847678,0.5314731798463876,0.5204900145184214,0.3670618561100662
15.0,0.5055682636276194,0.4780261776506896,0.5205878207974635,0.3662083625612337
25.0,0.3847257989424726,0.4124184317538411,0.5087143513165095,0.36450131630445753
50.0,0.0858052798934197,0.3535494826516862,0.46419323438854543,0.36023335732845596
100.0,-0.46710023994787037,0.32799297109426406,0.5234327944675293,0.35169598398882396
