linear_bps,CostAware,Frictionless,MultiPeriod,EqualWeight
0.0,0.5284709631852788,0.5178910766996144,0.410587758821106,0.30899947485233087
5.0,0.41004892882644634,0.45987388223874326,0.39151758159661104,0.3082623768838811
10.0,0.338922232385931,0.4015929753410536,0.38031448674142976,0.3075252809341765
15.0,0.2852812520223521,0.3431213606173774,0.3729324591157088,0.30678818702640553
25.0,0.2651619410824976,0.22590157733165941,0.3391823301374213,0.3053140054294175
50.0,0.17500328610847277,-0.065335599799046,0.29445933311738254,0.3016285887938759
100.0,0.2952658180776941,-0.6122609757451343,0.38410291623935855,0.2942579254767856
