Strategy,Gross Sharpe,Net Sharpe,Sharpe Lost,Ann. Turnover,Ann. Cost (bps),Net Ann. Return
Frictionless,0.5178910766996144,0.4015929753410536,0.11629810135856083,4.63395931036775,228.77941098352932,7.8575933955098405
MultiPeriod,0.39442296557108725,0.38031448674142976,0.01410847882965749,0.980033153737345,34.91181580415645,9.137713590311483
CostAware,0.4086480597094606,0.338922232385931,0.06972582732352961,3.0325133915795237,144.5691992708194,6.950719193396533
EqualWeight,0.30899947485233087,0.3075252809341765,0.0014741939181543429,0.1404074759885437,2.8324933648856256,5.917576919518007
